close_date,Close
8/4/2015 16:00,19.01
8/5/2015 16:00,18.91
8/6/2015 16:00,18.72
8/7/2015 16:00,18.44
8/10/2015 16:00,18.82
8/11/2015 16:00,17.88
8/12/2015 16:00,18.19
8/13/2015 16:00,17.7
8/14/2015 16:00,16.95
8/17/2015 16:00,17.22
8/18/2015 16:00,16.38
8/19/2015 16:00,15.9
8/20/2015 16:00,14.74
8/21/2015 16:00,14.53
8/24/2015 16:00,14.44
8/25/2015 16:00,14.27
8/26/2015 16:00,14.42
8/27/2015 16:00,15.67
8/28/2015 16:00,15.96
8/31/2015 16:00,16.41
9/1/2015 16:00,15.82
9/2/2015 16:00,16.29
9/3/2015 16:00,16.59
9/4/2015 16:00,16.82
9/8/2015 16:00,17.53
9/9/2015 16:00,16.96
9/10/2015 16:00,17.2
9/11/2015 16:00,16.8
9/14/2015 16:00,16.7
9/15/2015 16:00,16.52
9/16/2015 16:00,16.68
9/17/2015 16:00,16.41
9/18/2015 16:00,15.5
9/21/2015 16:00,15.75
9/22/2015 16:00,15.41
9/23/2015 16:00,14.81
9/24/2015 16:00,15.34
9/25/2015 16:00,14.91
9/28/2015 16:00,14.06
9/29/2015 16:00,14.38
9/30/2015 16:00,14.98
10/1/2015 16:00,14.77
10/2/2015 16:00,15.91
10/5/2015 16:00,17.57
10/6/2015 16:00,18.22
10/7/2015 16:00,18.62
10/8/2015 16:00,18.72
10/9/2015 16:00,18.16
10/12/2015 16:00,18.03
10/13/2015 16:00,18.18
10/14/2015 16:00,18.82
10/15/2015 16:00,18.66
10/16/2015 16:00,18.5
10/19/2015 16:00,19.16
10/20/2015 16:00,17.09
10/21/2015 16:00,16.43
10/22/2015 16:00,16.72
10/23/2015 16:00,17.24
10/26/2015 16:00,16.58
10/27/2015 16:00,16.68
10/28/2015 16:00,16.92
10/29/2015 16:00,16.21
10/30/2015 16:00,16.56
11/2/2015 16:00,17.09
11/3/2015 16:00,17.84
11/4/2015 16:00,17.44
11/5/2015 16:00,16.51
11/6/2015 16:00,16.45
11/9/2015 16:00,15.84
11/10/2015 16:00,15.55
11/11/2015 16:00,15.5
11/12/2015 16:00,15.35
11/13/2015 16:00,15
11/16/2015 16:00,14.89
11/17/2015 16:00,15.28
11/18/2015 16:00,15.61
11/19/2015 16:00,15.87
11/20/2015 16:00,15.43
11/23/2015 16:00,15.32
11/24/2015 16:00,15.63
11/25/2015 16:00,15.58
11/27/2015 16:00,15.56
11/30/2015 16:00,15.93
12/1/2015 16:00,16.55
12/2/2015 16:00,15.82
12/3/2015 16:00,15.61
12/4/2015 16:00,15.5
12/7/2015 16:00,14.85
12/8/2015 16:00,14.6
12/9/2015 16:00,14.32
12/10/2015 16:00,14.66
12/11/2015 16:00,14.04
12/14/2015 16:00,13.66
12/15/2015 16:00,14.18
12/16/2015 16:00,14.07
12/17/2015 16:00,14.32
12/18/2015 16:00,14.36
12/21/2015 16:00,14.77
12/22/2015 16:00,14.61
12/23/2015 16:00,14.3
12/24/2015 16:00,14.48
12/28/2015 16:00,14.19
12/29/2015 16:00,14.34
12/30/2015 16:00,14.16
12/31/2015 16:00,14.16
1/4/2016 16:00,14.33
1/5/2016 16:00,14.82
1/6/2016 16:00,14.22
1/7/2016 16:00,13.66
1/8/2016 16:00,13.33
1/11/2016 16:00,12.53
1/12/2016 16:00,12.72
1/13/2016 16:00,12.06
1/14/2016 16:00,12.02
1/15/2016 16:00,11.08
1/19/2016 16:00,10.8
1/20/2016 16:00,10.05
1/21/2016 16:00,10.85
1/22/2016 16:00,11.07
1/25/2016 16:00,10.48
1/26/2016 16:00,10.55
1/27/2016 16:00,10.39
1/28/2016 16:00,9.89
1/29/2016 16:00,11.03
2/1/2016 16:00,10.96
2/2/2016 16:00,10.59
2/3/2016 16:00,10.76
2/4/2016 16:00,11.23
2/5/2016 16:00,11
2/8/2016 16:00,10.17
2/9/2016 16:00,9.98
2/10/2016 16:00,9.9
2/11/2016 16:00,9.69
2/12/2016 16:00,10.02
2/16/2016 16:00,10.81
2/17/2016 16:00,11.43
2/18/2016 16:00,11.49
2/19/2016 16:00,11.16
2/22/2016 16:00,11.05
2/23/2016 16:00,10.49
2/24/2016 16:00,10.64
2/25/2016 16:00,10.72
2/26/2016 16:00,10.7
2/29/2016 16:00,10.63
3/1/2016 16:00,11.07
3/2/2016 16:00,11.68
3/3/2016 16:00,11.79
3/4/2016 16:00,11.88
3/7/2016 16:00,11.58
3/8/2016 16:00,10.66
3/9/2016 16:00,10.81
3/10/2016 16:00,10.88
3/11/2016 16:00,11.39
3/14/2016 16:00,11.15
3/15/2016 16:00,10.85
3/16/2016 16:00,10.72
3/17/2016 16:00,10.87
3/18/2016 16:00,11.14
3/21/2016 16:00,11.53
3/22/2016 16:00,11.44
3/23/2016 16:00,10.65
3/24/2016 16:00,10.5
3/28/2016 16:00,10.38
3/29/2016 16:00,10.45
3/30/2016 16:00,10.48
3/31/2016 16:00,10.47
4/1/2016 16:00,11.03
4/4/2016 16:00,10.8
4/5/2016 16:00,10.4
4/6/2016 16:00,10.47
4/7/2016 16:00,10.51
4/8/2016 16:00,10.72
4/11/2016 16:00,10.45
4/12/2016 16:00,10.17
4/13/2016 16:00,10.88
4/14/2016 16:00,10.4
4/15/2016 16:00,10.69
4/18/2016 16:00,10.89
4/19/2016 16:00,10.72
4/20/2016 16:00,10.75
4/21/2016 16:00,10.65
4/22/2016 16:00,10.66
4/25/2016 16:00,10.55
4/26/2016 16:00,11.51
4/27/2016 16:00,11.56
4/28/2016 16:00,11.62
4/29/2016 16:00,10.75
5/2/2016 16:00,10.62
5/3/2016 16:00,10.36
5/4/2016 16:00,10
5/5/2016 16:00,10.06
5/6/2016 16:00,9.99
5/9/2016 16:00,9.87
5/10/2016 16:00,10.09
5/11/2016 16:00,10.1
5/12/2016 16:00,9.63
5/13/2016 16:00,9.56
5/16/2016 16:00,9.68
5/17/2016 16:00,9.67
5/18/2016 16:00,10.05
5/19/2016 16:00,10.07
5/20/2016 16:00,10.8
5/23/2016 16:00,11.14
5/24/2016 16:00,11.49
5/25/2016 16:00,11.6
5/26/2016 16:00,11.95
5/27/2016 16:00,12.31
5/31/2016 16:00,12.72
6/1/2016 16:00,13.09
6/2/2016 16:00,13.11
6/3/2016 16:00,12.86
6/6/2016 16:00,12.77
6/7/2016 16:00,13
6/8/2016 16:00,12.58
6/9/2016 16:00,12.51
6/10/2016 16:00,12.14
6/13/2016 16:00,12.05
6/14/2016 16:00,11.92
6/15/2016 16:00,12.02
6/16/2016 16:00,11.95
6/17/2016 16:00,12.2
6/20/2016 16:00,12.32
6/21/2016 16:00,12.75
6/22/2016 16:00,12.72
6/23/2016 16:00,14.05
6/24/2016 16:00,13.21
6/27/2016 16:00,12.23
6/28/2016 16:00,12.99
6/29/2016 16:00,13.19
6/30/2016 16:00,13.76
7/1/2016 16:00,12.5
7/5/2016 16:00,11.91
7/6/2016 16:00,11.73
7/7/2016 16:00,12.2
7/8/2016 16:00,12.62
7/11/2016 16:00,12.64
7/12/2016 16:00,13.23
7/13/2016 16:00,13.29
7/14/2016 16:00,13.29
7/15/2016 16:00,13.13
7/18/2016 16:00,13.34
7/19/2016 16:00,13.22
7/20/2016 16:00,13.59
7/21/2016 16:00,13.18
7/22/2016 16:00,13.13
7/25/2016 16:00,13.92
7/26/2016 16:00,14.67
7/27/2016 16:00,14.19
7/28/2016 16:00,13.81
7/29/2016 16:00,13.74
8/1/2016 16:00,13.56
8/2/2016 16:00,13.4
8/3/2016 16:00,13.51
8/4/2016 16:00,14.03
8/5/2016 16:00,14.52
8/8/2016 16:00,14.42
8/9/2016 16:00,14.48
8/10/2016 16:00,14.2
8/11/2016 16:00,14.43
8/12/2016 16:00,14.93
8/15/2016 16:00,15.53
8/16/2016 16:00,15.49
8/17/2016 16:00,15.52
8/18/2016 16:00,15.77
8/19/2016 16:00,16.25
8/22/2016 16:00,16.19
8/23/2016 16:00,16.18
8/24/2016 16:00,15.51
8/25/2016 16:00,16.2
8/26/2016 16:00,16.51
8/29/2016 16:00,16.91
8/30/2016 16:00,16.74
8/31/2016 16:00,16.49
9/1/2016 16:00,16.64
9/2/2016 16:00,16.7
9/6/2016 16:00,17.01
9/7/2016 16:00,17.16
9/8/2016 16:00,17.45
9/9/2016 16:00,16.81
9/12/2016 16:00,17.15
9/13/2016 16:00,16.75
9/14/2016 16:00,16.93
9/15/2016 16:00,17.45
9/16/2016 16:00,17.48
9/19/2016 16:00,16.95
9/20/2016 16:00,16.92
9/21/2016 16:00,17.66
9/22/2016 16:00,17.59
9/23/2016 16:00,17.48
9/26/2016 16:00,17.36
9/27/2016 16:00,18
9/28/2016 16:00,17.44
9/29/2016 16:00,17.54
9/30/2016 16:00,17.78
10/3/2016 16:00,17.73
10/4/2016 16:00,17.8
10/5/2016 16:00,17.7
10/6/2016 16:00,17.73
10/7/2016 16:00,17.61
10/10/2016 16:00,17.5
10/11/2016 16:00,16.86
10/12/2016 16:00,16.78
10/13/2016 16:00,16.85
10/14/2016 16:00,17.13
10/17/2016 16:00,16.99
10/18/2016 16:00,17.41
10/19/2016 16:00,17.22
10/20/2016 16:00,17.2
10/21/2016 16:00,16.94
10/24/2016 16:00,17.06
10/25/2016 16:00,17.54
10/26/2016 16:00,17.64
10/27/2016 16:00,17.53
10/28/2016 16:00,17.2
10/31/2016 16:00,17.16
11/1/2016 16:00,16.98
11/2/2016 16:00,16.68
11/3/2016 16:00,16.62
11/4/2016 16:00,16.68
11/7/2016 16:00,17.38
11/8/2016 16:00,17.41
11/9/2016 16:00,17.2
11/10/2016 16:00,16.99
11/11/2016 16:00,17.67
11/14/2016 16:00,17.71
11/15/2016 16:00,18.1
11/16/2016 16:00,18.24
11/17/2016 16:00,19.18
11/18/2016 16:00,19.21
11/21/2016 16:00,19.49
11/22/2016 16:00,19.74
11/23/2016 16:00,19.91
11/25/2016 16:00,20.13
11/28/2016 16:00,19.99
11/29/2016 16:00,19.42
11/30/2016 16:00,19.53
12/1/2016 16:00,18.48
12/2/2016 16:00,18.79
12/5/2016 16:00,18.61
12/6/2016 16:00,19.06
12/7/2016 16:00,20.44
12/8/2016 16:00,20.66
12/9/2016 16:00,20.5
12/12/2016 16:00,20.02
12/13/2016 16:00,20.13
12/14/2016 16:00,20.02
12/15/2016 16:00,20.29
12/16/2016 16:00,20.27
12/19/2016 16:00,20.35
12/20/2016 16:00,20.65
12/21/2016 16:00,20.58
12/22/2016 16:00,23.19
12/23/2016 16:00,23.26
12/27/2016 16:00,23.3
12/28/2016 16:00,22.78
12/29/2016 16:00,22.27
12/30/2016 16:00,21.92
1/3/2017 16:00,22.55
1/4/2017 16:00,22.36
1/5/2017 16:00,22.11
1/6/2017 16:00,22.04
1/9/2017 16:00,22.34
1/10/2017 16:00,22.48
1/11/2017 16:00,22.79
1/12/2017 16:00,22.31
1/13/2017 16:00,22.18
1/17/2017 16:00,21.74
1/18/2017 16:00,22.32
1/19/2017 16:00,21.71
1/20/2017 16:00,21.96
1/23/2017 16:00,21.89
1/24/2017 16:00,22.85
1/25/2017 16:00,23.56
1/26/2017 16:00,23.52
1/27/2017 16:00,23.97
1/30/2017 16:00,24.18
1/31/2017 16:00,24.11
2/1/2017 16:00,24.75
2/2/2017 16:00,24.79
2/3/2017 16:00,24.6
2/6/2017 16:00,24.34
2/7/2017 16:00,24.6
2/8/2017 16:00,24.21
2/9/2017 16:00,24.45
2/10/2017 16:00,24.05
2/13/2017 16:00,23.9
2/14/2017 16:00,23.12
2/15/2017 16:00,23.02
2/16/2017 16:00,22.98
2/17/2017 16:00,23.35
2/21/2017 16:00,23.77
2/22/2017 16:00,23.75
2/23/2017 16:00,23.48
2/24/2017 16:00,23.24
2/27/2017 16:00,23.76
2/28/2017 16:00,23.44
3/1/2017 16:00,24.55
3/2/2017 16:00,24.7
3/3/2017 16:00,25.57
3/6/2017 16:00,25.71
3/7/2017 16:00,25.64
3/8/2017 16:00,25.38
3/9/2017 16:00,25.15
3/10/2017 16:00,25.18
3/13/2017 16:00,25.7
3/14/2017 16:00,25.58
3/15/2017 16:00,26.12
3/16/2017 16:00,26.04
3/17/2017 16:00,25.8
3/20/2017 16:00,26.21
3/21/2017 16:00,25.52
3/22/2017 16:00,26.06
3/23/2017 16:00,26.47
3/24/2017 16:00,28.43
3/27/2017 16:00,28.76
3/28/2017 16:00,28.69
3/29/2017 16:00,28.5
3/30/2017 16:00,28.97
3/31/2017 16:00,28.9
4/3/2017 16:00,28.64
4/4/2017 16:00,28.59
4/5/2017 16:00,28.26
4/6/2017 16:00,28.62
4/7/2017 16:00,28.52
4/10/2017 16:00,27.64
4/11/2017 16:00,27.18
4/12/2017 16:00,26.69
4/13/2017 16:00,26.74
4/17/2017 16:00,27.13
4/18/2017 16:00,27.14
4/19/2017 16:00,27.26
4/20/2017 16:00,27.96
4/21/2017 16:00,27.32
4/24/2017 16:00,26.57
4/25/2017 16:00,26.99
4/26/2017 16:00,26.79
4/27/2017 16:00,27.63
4/28/2017 16:00,27.67
5/1/2017 16:00,28.29
5/2/2017 16:00,27.77
5/3/2017 16:00,28
5/4/2017 16:00,27.79
5/5/2017 16:00,28.2
5/8/2017 16:00,28.06
5/9/2017 16:00,28.81
5/10/2017 16:00,29.32
5/11/2017 16:00,29.03
5/12/2017 16:00,28.93
5/15/2017 16:00,28.83
5/16/2017 16:00,29.02
5/17/2017 16:00,27
5/18/2017 16:00,27.48
5/19/2017 16:00,27.82
5/22/2017 16:00,28.06
5/23/2017 16:00,28.29
5/24/2017 16:00,28.99
5/25/2017 16:00,29.43
5/26/2017 16:00,29.76
5/30/2017 16:00,30.7
5/31/2017 16:00,30.77
6/1/2017 16:00,30.76
6/2/2017 16:00,31.21
6/5/2017 16:00,31.21
6/6/2017 16:00,31.57
6/7/2017 16:00,32.5
6/8/2017 16:00,32.45
6/9/2017 16:00,30.6
6/12/2017 16:00,31.2
6/13/2017 16:00,31.54
6/14/2017 16:00,31.06
6/15/2017 16:00,30.56
6/16/2017 16:00,29.86
6/19/2017 16:00,31.2
6/20/2017 16:00,30.83
6/21/2017 16:00,32.01
6/22/2017 16:00,31.89
6/23/2017 16:00,31.73
6/26/2017 16:00,32.5
6/27/2017 16:00,31.66
6/28/2017 16:00,32.24
6/29/2017 16:00,31.47
6/30/2017 16:00,29.86
7/3/2017 16:00,29.14
7/5/2017 16:00,30.51
7/6/2017 16:00,30.1
7/7/2017 16:00,30.2
7/10/2017 16:00,30.5
7/11/2017 16:00,31.37
7/12/2017 16:00,31.45
7/13/2017 16:00,31.13
7/14/2017 16:00,31.79
7/17/2017 16:00,31.72
7/18/2017 16:00,31.9
7/19/2017 16:00,31.82
7/20/2017 16:00,32
7/21/2017 16:00,32.01
7/24/2017 16:00,31.67
7/25/2017 16:00,29.9
7/26/2017 16:00,29.81
7/27/2017 16:00,30.24
7/28/2017 16:00,29.28
7/31/2017 16:00,28.12
8/1/2017 16:00,28.34
8/2/2017 16:00,28.63
8/3/2017 16:00,27.83
8/4/2017 16:00,27.92
8/7/2017 16:00,28.59
8/8/2017 16:00,28.84
8/9/2017 16:00,28.58
8/10/2017 16:00,27.49
8/11/2017 16:00,28.01
8/14/2017 16:00,29.24
8/15/2017 16:00,29.68
8/16/2017 16:00,30.69
8/17/2017 16:00,29.62
8/18/2017 16:00,30.38
8/21/2017 16:00,29.56
8/22/2017 16:00,30.45
8/23/2017 16:00,30.45
8/24/2017 16:00,30.22
8/25/2017 16:00,30.29
8/28/2017 16:00,31.08
8/29/2017 16:00,31.48
8/30/2017 16:00,31.61
8/31/2017 16:00,31.97
9/1/2017 16:00,32.6
9/5/2017 16:00,32.07
9/6/2017 16:00,32.25
9/7/2017 16:00,32.79
9/8/2017 16:00,32.45
9/11/2017 16:00,33.44
9/12/2017 16:00,34.29
9/13/2017 16:00,34.59
9/14/2017 16:00,34.58
9/15/2017 16:00,34.65
9/18/2017 16:00,35.43
9/19/2017 16:00,35.95
9/20/2017 16:00,35.97
9/21/2017 16:00,35.91
9/22/2017 16:00,36.07
9/25/2017 16:00,34.87
9/26/2017 16:00,34.18
9/27/2017 16:00,37.09
9/28/2017 16:00,37.96
9/29/2017 16:00,39.33
10/2/2017 16:00,40.01
10/3/2017 16:00,40.37
10/4/2017 16:00,39.56
10/5/2017 16:00,39.37
10/6/2017 16:00,39.67
10/9/2017 16:00,40.96
10/10/2017 16:00,41.98
10/11/2017 16:00,41.61
10/12/2017 16:00,40.58
10/13/2017 16:00,40.4
10/16/2017 16:00,41.49
10/17/2017 16:00,40.39
10/18/2017 16:00,41.65
10/19/2017 16:00,41.31
10/20/2017 16:00,41.5
10/23/2017 16:00,41.56
10/24/2017 16:00,41.6
10/25/2017 16:00,41.06
10/26/2017 16:00,40.6
10/27/2017 16:00,40.85
10/30/2017 16:00,41.65
10/31/2017 16:00,44.31
11/1/2017 16:00,44.38
11/2/2017 16:00,44.34
11/3/2017 16:00,43.71
11/6/2017 16:00,43.25
11/7/2017 16:00,43.95
11/8/2017 16:00,44.09
11/9/2017 16:00,43.5
11/10/2017 16:00,44.78
11/13/2017 16:00,45.6
11/14/2017 16:00,45.8
11/15/2017 16:00,45.36
11/16/2017 16:00,46.18
11/17/2017 16:00,46.16
11/20/2017 16:00,47.64
11/21/2017 16:00,49.4
11/22/2017 16:00,49.14
11/24/2017 13:00,49.68
11/27/2017 16:00,48.05
11/28/2017 16:00,47.93
11/29/2017 16:00,43.74
11/30/2017 16:00,42.39
12/1/2017 16:00,41.99
12/4/2017 16:00,39.9
12/5/2017 16:00,41.21
12/6/2017 16:00,41.58
12/7/2017 16:00,43.2
12/8/2017 16:00,43.21
12/11/2017 16:00,43.01
12/12/2017 16:00,41.86
12/13/2017 16:00,42.05
12/14/2017 16:00,42.24
12/15/2017 16:00,42.4
12/18/2017 16:00,43.71
12/19/2017 16:00,43.98
12/20/2017 16:00,45.75
12/21/2017 16:00,44.42
12/22/2017 16:00,44.12
12/26/2017 16:00,42.25
12/27/2017 16:00,42.48
12/28/2017 16:00,41.81
12/29/2017 16:00,41.12
1/2/2018 16:00,43.67
1/3/2018 16:00,44.98
1/4/2018 16:00,46.88
1/5/2018 16:00,45.8
1/8/2018 16:00,45.55
1/9/2018 16:00,42.97
1/10/2018 16:00,43.31
1/11/2018 16:00,42.82
1/12/2018 16:00,42.81
1/16/2018 16:00,42.92
1/17/2018 16:00,44.26
1/18/2018 16:00,43.99
1/19/2018 16:00,42.75
1/22/2018 16:00,42.88
1/23/2018 16:00,43.95
1/24/2018 16:00,43.08
1/25/2018 16:00,43.01
1/26/2018 16:00,43.67
1/29/2018 16:00,43.29
1/30/2018 16:00,41.67
1/31/2018 16:00,43.72
2/1/2018 16:00,42.49
2/2/2018 16:00,40.82
2/5/2018 16:00,39.4
2/6/2018 16:00,43.88
2/7/2018 16:00,42.01
2/8/2018 16:00,40
2/9/2018 16:00,40.41
2/12/2018 16:00,42.19
2/13/2018 16:00,42.63
2/14/2018 16:00,43.45
2/15/2018 16:00,43.5
2/16/2018 16:00,44.21
2/20/2018 16:00,44.9
2/21/2018 16:00,44.54
2/22/2018 16:00,44.25
2/23/2018 16:00,46.53
2/26/2018 16:00,47.98
2/27/2018 16:00,48.58
2/28/2018 16:00,48.81
3/1/2018 16:00,47.62
3/2/2018 16:00,49.11
3/5/2018 16:00,52.03
3/6/2018 16:00,53.74
3/7/2018 16:00,53.97
3/8/2018 16:00,55.22
3/9/2018 16:00,54.59
3/12/2018 16:00,59.37
3/13/2018 16:00,59.43
3/14/2018 16:00,59.78
3/15/2018 16:00,58.84
3/16/2018 16:00,60.58
3/19/2018 16:00,60.14
3/20/2018 16:00,61.15
3/21/2018 16:00,61.07
3/22/2018 16:00,58.92
3/23/2018 16:00,54.21
3/26/2018 16:00,55.56
3/27/2018 16:00,52.4
3/28/2018 16:00,51.49
3/29/2018 16:00,52.14
4/2/2018 16:00,50.06
4/3/2018 16:00,51.55
4/4/2018 16:00,53.39
4/5/2018 16:00,49.84
4/6/2018 16:00,48.46
4/9/2018 16:00,47.96
4/10/2018 16:00,50.48
4/11/2018 16:00,50.48
4/12/2018 16:00,52.59
4/13/2018 16:00,52.23
4/16/2018 16:00,51.65
4/17/2018 16:00,52.26
4/18/2018 16:00,54.01
4/19/2018 16:00,51.42
4/20/2018 16:00,50.62
4/23/2018 16:00,49.02
4/24/2018 16:00,47.11
4/25/2018 16:00,47.6
4/26/2018 16:00,50.14
4/27/2018 16:00,47.52
4/30/2018 16:00,45.98
5/1/2018 16:00,46.79
5/2/2018 16:00,45.89
5/3/2018 16:00,46.62
5/4/2018 16:00,47.58
5/7/2018 16:00,48.48
5/8/2018 16:00,48.57
5/9/2018 16:00,51.01
5/10/2018 16:00,52.66
5/11/2018 16:00,51.82
5/14/2018 16:00,53
5/15/2018 16:00,54.01
5/16/2018 16:00,56.5
5/17/2018 16:00,54.7
5/18/2018 16:00,53.39
5/21/2018 16:00,55.48
5/22/2018 16:00,59.03
5/23/2018 16:00,59.97
5/24/2018 16:00,61.49
5/25/2018 16:00,61.35
5/29/2018 16:00,62.62
5/30/2018 16:00,62.57
5/31/2018 16:00,62.57
6/1/2018 16:00,58.74
6/4/2018 16:00,59.1
6/5/2018 16:00,59.41
6/6/2018 16:00,59.42
6/7/2018 16:00,59.63
6/8/2018 16:00,61.39
6/11/2018 16:00,61.39
6/12/2018 16:00,60.55
6/13/2018 16:00,60.05
6/14/2018 16:00,59.18
6/15/2018 16:00,58.23
6/18/2018 16:00,58.45
6/19/2018 16:00,59.25
6/20/2018 16:00,58.95
6/21/2018 16:00,59.44
6/22/2018 16:00,57.1
6/25/2018 16:00,53.16
6/26/2018 16:00,54.59
6/27/2018 16:00,52.26
6/28/2018 16:00,53.14
6/29/2018 16:00,52.44
7/2/2018 16:00,54.48
7/3/2018 13:00,51.48
7/5/2018 16:00,52.84
7/6/2018 16:00,53.23
7/9/2018 16:00,54.31
7/10/2018 16:00,55.74
7/11/2018 16:00,54.18
7/12/2018 16:00,55.45
7/13/2018 16:00,56.35
7/16/2018 16:00,56.15
7/17/2018 16:00,56.96
7/18/2018 16:00,57.45
7/19/2018 16:00,56.22
7/20/2018 16:00,55.02
7/23/2018 16:00,54.29
7/24/2018 16:00,53.17
7/25/2018 16:00,53.39
7/26/2018 16:00,53.76
7/27/2018 16:00,53.96
7/30/2018 16:00,53.01
7/31/2018 16:00,52.79
8/1/2018 16:00,52.29
8/2/2018 16:00,53.4
8/3/2018 16:00,52.81
8/6/2018 16:00,52.67
8/7/2018 16:00,53.04
8/8/2018 16:00,53.39
8/9/2018 16:00,52.26
8/10/2018 16:00,51.37
8/13/2018 16:00,51.34
8/14/2018 16:00,50.62
8/15/2018 16:00,47.49
8/16/2018 16:00,47.1
8/17/2018 16:00,47.11
8/20/2018 16:00,48.07
8/21/2018 16:00,49.94
8/22/2018 16:00,50.24
8/23/2018 16:00,49.7
8/24/2018 16:00,50.7
8/27/2018 16:00,52.07
8/28/2018 16:00,52.34
8/29/2018 16:00,51.83
8/30/2018 16:00,52.76
8/31/2018 16:00,52.52
9/4/2018 16:00,51.93
9/5/2018 16:00,49.54
9/6/2018 16:00,44.65
9/7/2018 16:00,44.86
9/10/2018 16:00,44.9
9/11/2018 16:00,43.6
9/12/2018 16:00,41.74
9/13/2018 16:00,43.62
9/14/2018 16:00,44.3
9/17/2018 16:00,43.58
9/18/2018 16:00,45.33
9/19/2018 16:00,45.06
9/20/2018 16:00,46.06
9/21/2018 16:00,44.74
9/24/2018 16:00,45.16
9/25/2018 16:00,44.64
9/26/2018 16:00,44.35
9/27/2018 16:00,44.99
9/28/2018 16:00,45.23
10/1/2018 16:00,45.15
10/2/2018 16:00,45.76
10/3/2018 16:00,45.15
10/4/2018 16:00,44.16
10/5/2018 16:00,43.58
10/8/2018 16:00,43.07
10/9/2018 16:00,42.27
10/10/2018 16:00,41.61
10/11/2018 16:00,41.97
10/12/2018 16:00,42.47
10/15/2018 16:00,42.34
10/16/2018 16:00,43.21
10/17/2018 16:00,42.35
10/18/2018 16:00,41.3
10/19/2018 16:00,40.45
10/22/2018 16:00,39.76
10/23/2018 16:00,38.68
10/24/2018 16:00,35.43
10/25/2018 16:00,36.78
10/26/2018 16:00,35.4
10/29/2018 16:00,34.66
10/30/2018 16:00,36.01
10/31/2018 16:00,37.72
11/1/2018 16:00,40.12
11/2/2018 16:00,40.32
11/5/2018 16:00,39.92
11/6/2018 16:00,39.8
11/7/2018 16:00,40.93
11/8/2018 16:00,40.44
11/9/2018 16:00,39.11
11/12/2018 16:00,37.44
11/13/2018 16:00,37.85
11/14/2018 16:00,38.03
11/15/2018 16:00,39.91
11/16/2018 16:00,39.44
11/19/2018 16:00,36.83
11/20/2018 16:00,36.12
11/21/2018 16:00,36.38
11/23/2018 13:00,36.4
11/26/2018 16:00,36.57
